source,review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,laguage_code,country_code
Google Play,1a22c20c-47ba-47d9-b34d-0cd156cd82cb,Gary Griffiths,,Best Password Manager I have ever used. Also includes 2FA support all in one app.,5,1,2023-06-24 03:25:22,,,2.10,en,us
Google Play,e13c2698-f3ec-4d8f-b54f-3c4d41f4aa37,Prosper Nice,,This app is good to hack,5,0,2023-06-20 15:00:46,,,,en,us
Google Play,280b480f-9f83-4c1e-a40e-935908cef8b2,Victor Hoffman Barros,,"App is not working anymore, saying there is no internet connection while every other app has connected fine.",1,0,2023-06-20 01:09:20,"Hi, Victor! Thank you for sharing the feedback with us. We will gladly take your feedback into account to improve the app. However, in order to resolve the issue, kindly uninstall and then reinstall the app. If this doesn't work, feel free to contact us by visiting our support website - https://support.avira.com",2023-06-29 19:53:47,2.10,en,us
Google Play,9e954079-29b9-428e-af19-fda3a09a5760,kon par,,Good,5,0,2023-06-16 14:51:15,,,,en,us
Google Play,e56329ad-6127-43cf-8265-0cc2638b7a9f,Clayton Werner,,Works great on my PC & android,5,1,2023-06-11 20:35:49,,,2.10,en,us
Google Play,c1de7d7f-3e56-43d1-832f-feb7ad319915,Compu Freek,,Full featured and convenient. Works well and does exactly what I need.,5,1,2023-06-10 21:47:32,,,2.10,en,us
Google Play,872a3c0c-a91b-434c-a6b9-4078ee46a0a6,S.H.,,This app does not mess about. Very accurate and interface friendly. I am at a point that now I cannot do without this kind of interface integration to save 30 odd passwords I have. Any time I need to change a password or get a new one generated this does it seamlessly. Make this one stay please. All my fingers are thumbs up !!,5,9,2023-06-10 00:36:46,,,2.10,en,us
Google Play,c8bf3218-b667-4539-956f-61558e688703,Sobree Waesulong,,Very good,5,0,2023-06-08 15:28:54,,,2.10,en,us
Google Play,03b52a39-a687-4562-9c44-564f8db3ed92,Przemysław Starczynowski,,"Does everything it promises, across platforms, and free of charge, excellent, what more would you need?... actually, password sharing would be very useful 😉",5,2,2023-06-08 09:35:30,,,2.10,en,us
Google Play,9d312163-9620-40c7-a5d7-c58343bcb080,Mr Leon (The Specialist),,"I would look somewhere else to store passwords. * passwords dont update across devices * i cant login in this app on android , it keeps saying there is no mobile data, which is absurd. I am also using wifi , same thing. * On the iPhone version, you can log in, but all passwords are blank * On desktop, it's ok. I think It was good before , somewhere you guys are dropping the ball.this app was actually good, and I recommend this like to everyone.",1,12,2023-06-07 21:44:37,"Hello! Thanks for your helpful insight. We appreciate that you pointed out the aspects you think we should improve. We'll gladly take your feedback into account for our upcoming updates. However, in order to resolve the issue, please contact us by visiting our support website - https://support.avira.com",2023-06-29 20:25:11,2.10,en,us
Google Play,a965f2e2-b1c9-4e2a-bbad-7a112f140989,Yours Truly,,👍,4,0,2023-06-05 01:01:34,,,,en,us
Google Play,af2e4559-7dfa-45e1-9ff8-b4d27d5f9e69,Sol Stice,,The app cannot even reinstall after uninstall. Useless.,1,0,2023-06-04 19:12:20,Hello! We are sorry to hear about your experience. We would love to take a closer look at what you reported. Feel free to contact us by visiting our support website - https://support.avira.com We will surely help you in resolving your concern.,2023-06-29 20:16:13,2.10,en,us
Google Play,6b6d9281-1aa5-4bd9-a53c-074e9700ea4b,Xiang Yang Cai,,"This has been my favorite password management tool. However, I was recently forced to relogin and can't get an verification code anymore. I am from Philippines, pls advise.",3,1,2023-06-04 08:07:48,"Hello! Thank you for bringing this issue to our attention. Please follow below mentioned steps to resolve the issue- 1. If using any VPN, turn it off. 2. Reboot your device. 3. If getting an option to choose a different method to get a security code, then do that. If issue persists, contact us via our support website - https://support.avira.com",2023-06-29 19:42:38,2.10,en,us
Google Play,4c448b35-a6f6-4a8e-8ed6-82f1a8a2b334,William Jr Cunanan,,"update. i changed to other password manager , but i keep coming back for this. this is still much better.",5,0,2023-06-03 06:20:11,"Hello William, Thank you for your feedback. We would like to hear more about your experiences. Therefore please contact our support via https://support.avira.com/hc/en-us our community https://support.avira.com/hc/en-us/community/topics or directly via Twitter / Facebook.",2020-06-15 07:01:39,2.10,en,us
Google Play,b37fbc05-dc7e-4457-bffd-782828734191,armaan Khan,,Keeps telling me that my internet connection is no there when I am using my phone for all the other apps.,1,0,2023-06-02 12:35:40,"Hi, Armaan! We are sorry to hear about your experience. Kindly reboot your device to resolve the issue. If this doesn't help, then uninstall and reinstall the app. If you wish, you can also get technical assistance by contacting us through our support website- https://support.avira.com",2023-06-29 20:26:33,2.9,en,us
Google Play,8bf79308-6c33-4a49-9583-2049e9c2ef90,Tom Passey,,"APM has stopped syncing on Android. It is forever preparing passwords. Is the issue known and being worked on? EDIT: this has not been fixed, I am now using a different password manager.",1,1,2023-05-31 10:59:31,"Hello, Tom! Thank you for bringing this to our attention. Please contact us by visiting our support website - https://support.avira.com to resolve the issue.",2023-06-29 20:32:17,2.9,en,us
Google Play,d61163a6-f309-49d1-9ad2-8fbde84ec4bf,Henrike Tietjen,,"Worked fine for a while but for some reason, whenever I type in my master password, it now doesn't let me log in and shows me an error, saying that there's no internet connection even though the internet works just fine for every other app on my phone.",1,8,2023-05-30 15:40:12,"Hello, Henrike! Thank you for sharing the feedback with us. We would like to collect more information about the issues that you cited in the review. Please contact us through our support website - https://support.avira.com",2023-06-29 19:29:53,2.10,en,us
Google Play,5dbff167-46a3-498e-b6bb-8ae2d1f42f1b,Saurabh T,,"Hi team, Recently facing issue as not able to login into account. Tried clearing cache,re login into account. It just says preparing password. Please assist",1,3,2023-05-30 08:22:44,"Hello! We are sorry to hear about the trouble you are facing while logging in to your account. In order to resolve the issue, reset your browser or use a different browser. If you are using the app to login, then uninstall and reinstall the app. If this does not help, feel free to contact us by visiting our website- https://support.avira.com",2023-06-29 18:29:32,2.10,en,us
Google Play,46a6500f-7b2d-42bc-b49c-a7cb537dd4e3,Robert Shay,,"One day I opened the App, and ALL my info was gone",1,0,2023-05-30 03:22:33,"Hello, Robert! We are sorry to hear that you have had negative experience while using the app. Please contact us by visiting our support website - https://support.avira.com We will surely help you in resolving your concern.",2023-06-29 18:38:24,2.10,en,us
Google Play,29250446-70cb-4ba9-a00e-100bdcc08922,Amarilnto Po,,Very reliable password manager 😀,5,1,2023-05-28 14:16:05,,,,en,us
Google Play,e8b6d35a-b7f5-4844-aac4-7d536ef864f0,Raechell Hurtado De Mendoza,,"great when it works, but finicky and frustrating. edit: its finicky and frustrating because the password manager doesn't recognize a lot of fields where i need to put a password in or suggest a strong password and it wont save said strong password, so i have to go into the app instead of just signing in. the mobile version regularly just signs me out every thirty seconds sometimes.",3,10,2023-05-26 18:22:38,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2022-11-14 08:46:20,2.10,en,us
Google Play,0c7d156f-2826-4d9f-894c-417d9bd46f28,Stanley G.,,The most important thing about an app like these is that is has to work and remember password...after a update it says hey 0 password safed ....what a huge Shi. . Spending now half a day to make everywhere new passwords . Then better write them again on a piece of paper,1,1,2023-05-26 09:15:27,Hello! We apologize for the hassle caused to you. If you could please connect with our chat support team at https://support.avira.com so that they can look into the matter and fix this for you.,2023-07-04 18:55:14,2.10,en,us
Google Play,1a0c1621-8c20-475a-ae46-9ad1d899f885,Hossein,,Not work after update,1,0,2023-05-24 18:51:17,"We are sorry for the trouble you are facing while using the app. Kindly, try uninstalling and reinstalling the application and let us know however it turns out to be.",2023-07-04 19:03:50,2.10,en,us
Google Play,b6194df1-6e4d-457d-b5c9-2aa14ce666ba,Basil L,,"Hi. Dear Avira team, help me understand why you are not answering me? I described my problem by email and got a mail from yours with some kind of a service number [7GQ6XE-EE6QM]. I added more info by mail later but still nothing from you.",3,0,2023-05-24 06:59:26,"Hello Basil! We are really sorry for the inconvenience. Please connect with our chat support team at https://support.avira.com, they will look into the matter and get everything sorted for you.",2023-07-04 19:02:14,2.10,en,us
Google Play,696a325b-60a0-409b-ab78-239c79158b11,Chris Tellow,,"2.10 have bug,it show prepare your password angin and angin, can't login",3,0,2023-05-23 12:21:28,"Hello Chris! Please check if uninstalling and reinstalling the application helps with this. If you need any further assistance or information, please visit our support website- https://support.avira.com where you can find information and solutions for all the product related issues on our self-help portal.",2023-07-04 19:06:39,2.10,en,us
Google Play,5f3b0990-5c5f-4ba5-8812-541d6dcc5143,Andre Hermanto,,Awesome,5,0,2023-05-23 06:52:58,,,,en,us
Google Play,dd2cc4a1-edce-4ae1-96de-1f90bf840651,Chun-yien Chang,,the new update seems to break the app...can't login with all my phones with the latest update.,1,1,2023-05-22 08:03:53,"Hello! Thank you so much for your feedback. In order to resolve your issue, please visit our website - https://support.avira.com and you will find the instructions on our self-help portal. If problem persists, kindly connect with our support team using the same link.",2023-07-04 19:08:36,2.10,en,us
Google Play,c794e160-9c5d-4c0a-ba91-c99b47b0d809,Doulos of Christ,,I used to be a ironvst user but I started using APM because its much better than ironvest.. however its such a shame that I dont know about Avira password manager sooner. Been using Avira service for antivirus since 2008. . Thank you for this app.. The perk using this app is they APM may tell you if your account have been breached and advice you to change your password.,5,0,2023-05-20 03:37:08,,,2.9,en,us
Google Play,e8d7dbab-31c2-4018-b8ea-6a554318814a,Sameer Bhattacharya,,Saves the hassle of remembering multiple passwords in a very secure and easy way.,5,0,2023-05-19 18:31:08,,,2.9,en,us
Google Play,e0249923-24a6-4f9d-b53f-62c6e3f265f2,Muhammad Noman Hafeez,,Best password manager but its loads slow.,4,0,2023-05-19 13:29:18,,,2.9,en,us
Google Play,47fef57a-b863-465d-8645-e04aa0cc94d0,Ziaul Haque,,Why I Don't Get Loging otp Code...?,4,0,2023-05-16 11:18:08,,,2.9,en,us
Google Play,f5602f1c-0ea2-49fe-9476-594df026aae1,C Schutz,,"I don't know why but often it just doesn't pop up with username and password to fill in my apps and website passwords. And one thing I would truly like to see in this app is to unlock it with a pattern or pincode. But generally otherwise I like the ease of use and the fact that you can also write notes for the particular websites and apps. And I like Avira, having used their products for many years.",3,11,2023-05-06 18:32:49,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2023-05-02 21:08:36,2.9,en,us
Google Play,6beb7583-ae2e-46a6-ad72-eb63dee942a5,David Thompson,,It's great!,5,0,2023-05-06 17:57:55,,,2.9,en,us
Google Play,fbec7216-08bb-421e-a14d-8c01d0aa9ae6,Khadija Maaroufy,,Best app,5,0,2023-04-24 17:38:32,,,2.9,en,us
Google Play,d088ce9b-54b4-4089-b520-bbb7f66b9d9c,Alan Downey,,"Updated and I lost everything. Prompted me to login (ignoring that I setup biometrics) and didn't recognize my master password. No way too recover my password with the free version, so I lost all my passwords. Uninstalled.",1,0,2023-04-24 01:00:28,"Hello Alan! We're really sorry you had to go through this incident. We would love to take a closer look at this and investigate this further. Please contact us through our website- https://support.avira.com, so we can help you prevent this issue in future.",2023-07-19 18:54:38,,en,us
Google Play,0ca6ca75-126e-4b8c-bb67-b5dc49bffbd3,Satyam Shrivastava,,Using it for 4 yrs and is seamless between all my systems and phones,5,0,2023-04-22 05:27:13,,,,en,us
Google Play,bae65898-69b2-461d-bcea-95f4de6be04f,Krystal Dean Corio,,Great,5,0,2023-04-21 13:22:29,,,,en,us
Google Play,264fc2e2-0dc0-47e0-9843-8c67c3edc2a6,Tim Ucuha,,Good app,5,0,2023-04-19 17:31:45,,,2.9,en,us
Google Play,81b86b7c-9ee3-4c89-8764-78f4e4b7c245,Abu Galib,,Good app,5,0,2023-04-18 17:07:16,,,2.9,en,us
Google Play,eeac4329-bae5-4125-8ab0-4ac17b53550a,Michael Roman,,Seems to be getting better and better all the time. Excellent overall service.,5,0,2023-04-15 11:06:24,,,2.9,en,us
Google Play,d80ac48f-2f24-4122-beed-4a1d19fa8b33,Martin Dahlberg,,"Great user interface, great security. Autofill that actually works. What more do you want?",5,0,2023-04-14 16:32:06,,,2.9,en,us
Google Play,905e7061-f1f4-445c-9e19-acc8ece77514,Belal Elgalad,,I tried many and many times to change the master password it gives connection error ! Rather than changing the password,1,0,2023-04-12 14:26:00,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2023-04-12 14:31:49,2.9,en,us
Google Play,a157eb8e-be60-460c-bd25-3f0df7d6da02,Mark Stevenson,,Easy to use and works across multiple platforms. It's great.,5,0,2023-04-11 12:15:40,,,2.9,en,us
Google Play,125bf531-23d4-49eb-8e3f-3d0422c5203a,A K,,Cannot login. Not sending SMS OTP. Your 2FA is useless.,1,0,2023-04-08 07:51:44,"We are sorry that you are facing difficulties with our product.
Unfortunately, we need personal data to solve your inquiry.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2023-04-11 10:12:18,,en,us
Google Play,fd67579c-6b8b-4b88-b920-180b7ce23101,Kyle Strasser,,"Paid for subscription, and yet the app says I still need to upgrade to pro...",2,0,2023-04-08 04:56:00,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2023-04-11 08:54:45,2.9,en,us
Google Play,f14a48dd-b8df-499c-b1b9-770a152fb04f,Nabil oins 3,,Not getting verification SMS In Bangladesh. Please fix this,1,1,2023-04-06 06:10:56,,,2.9,en,us
Google Play,3c377082-17d7-4fed-814d-c005b4677b3d,Dj Hogg,,Not as good as it used to be,2,1,2023-04-04 22:36:08,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2023-04-05 21:07:01,2.9,en,us
Google Play,77533be6-897e-4056-94a6-d0e3e3d06302,David L,,"Your ""FREE"" program is a joke. Sure, you may indicate breaches in safety, but you DO NOT ALLOW US TO SEE THEM WITHOUT PAYING? You are a bunch of scam artists, like most other virus protection programs. If anyone else is reading this, DON'T BOTHER DOWNLOADING. David L",1,0,2023-04-03 22:37:38,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2023-04-05 21:03:51,2.9,en,us
Google Play,2353b83c-e54a-4a8a-8706-3b940080f943,Adib Sulthon Muammal,,Some password may changed if exported and then imported again using csv,4,1,2023-04-03 11:33:27,,,2.9,en,us
Google Play,1fe90456-7655-49f6-8b1c-f04f599218d8,Benjamin Keating,,Excellent.,5,0,2023-04-02 16:31:25,,,2.9,en,us
Google Play,9ef5ebdf-d45c-4f43-9a83-1e16ae9ab5f8,jack Christopher,,I haven't used it yet but I see you guys responded with thank you for your positive feedback to a negative review! Do you even read your reviews? Not a good start!,1,0,2023-04-01 17:49:57,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2023-04-03 06:54:53,,en,us
Google Play,0a5557ed-ef47-4f3b-a432-3678503f28cc,Dark Casters,,❤️❤️❤️❤️,5,0,2023-04-01 03:43:37,,,,en,us
Google Play,1e6c14cd-5118-4c31-911a-bf21593a11e6,Vijay Shrawage,,Hassle free service,5,0,2023-03-30 17:34:27,,,2.9,en,us
Google Play,0a3215ae-d6a8-4052-a2fd-52a8fea1502f,Roger Chin,,"I've subscribed for AVIRA PRIME and loved it very much. What captivates me is the Avira Password Manager, where I don't have to remember or write down all the passwords which redious and troublesome. TQ keep it up.",5,11,2023-03-30 03:14:18,,,2.9,en,us
Google Play,bdb5d219-f7ed-4be5-8e69-95577150cab0,Billie Henry,,Great app.,5,0,2023-03-28 14:59:34,,,2.9,en,us
Google Play,834c8979-a1a9-4f0a-afd6-19001985e110,Shane Smith,,love it update: still going strong its necessary.,5,0,2023-03-27 16:14:47,,,2.9,en,us
Google Play,98182731-f618-4dad-bc62-4bc45c067405,DragonKnight HeroTey,,"Generates, saves, quality of life is good most places.",5,0,2023-03-25 03:36:18,,,2.9,en,us
Google Play,de31abc4-6025-4d8c-ae20-bb09b41dff7d,Stray Cat,,I enter correct master password but it doesn't work. It says I entered the wrong master password.,1,0,2023-03-24 07:15:41,"We are sorry that you are facing difficulties with our product.
Unfortunately, we need personal data to solve your inquiry.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2023-03-24 07:18:25,,en,us
Google Play,d5f3456c-2928-471f-ac42-1e57d00ed061,Shelley Birnie,,Easy to use and encourages me to use properly secure passwords,5,1,2023-03-24 07:01:57,,,2.9,en,us
Google Play,104770df-cb9e-465b-9327-18ee7aea968f,Romi Donis,,They should improve the stability how to be checked to collect the passwords in order as you needed all the time to log in back in the app ;( this take time huh,4,0,2023-03-23 18:55:04,,,,en,us
Google Play,d2834290-ad4b-44bd-a7d0-be8596b69b6a,Fatih Sezer,,Works very best and stable. I liked it.,5,0,2023-03-23 17:59:11,,,2.9,en,us
Google Play,77550e5a-59d4-4e8a-9f56-e17895adde95,David Luke,,"Needs an auto generator built into the Android app. Also randomly forgets it's logged in and shows a blank list when I tap on the pop-up from my browser. Then when I open the app, it's still logged in, so it wasn't a security timeout.",3,11,2023-03-22 17:44:20,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2023-03-23 08:44:38,2.9,en,us
Google Play,95b22190-0866-4f50-a3e9-6a38e01bc62f,Hisham Hijazi,,"The app is excellent. Had a glitch for around 24 hours, but customer service took care of it.",5,0,2023-03-20 14:57:48,,,2.9,en,us
Google Play,19c87a10-6964-478a-9b64-340d13df9030,Norma Price,,Works great! I still have a problem with it recognizing some apps and websites without entering my Master Passcode but once I do it's fantastic,5,1,2023-03-18 12:01:19,,,2.9,en,us
Google Play,914edb7f-1b83-4cdb-a3f6-66ea4f14f72d,Hayden McKessner,,Excellent free password manager! Works seamlessly across devices and is very convenient for 2FA.,5,0,2023-03-17 22:04:46,,,2.9,en,us
Google Play,a14b8062-557d-46f3-8c42-c1faef358a28,Oles,,"Avira bloked in Ukraine sms and didn't inform me in time when I have 2FA mode on. I could not login into accound and cancel my subscription, delete my bank card or copy passwords. They couldn't help and continue use my money and private data even after my request to delete my account according GDPR rights.",1,0,2023-03-17 17:40:31,"We are sorry that you are facing difficulties with our product.
Unfortunately, we need personal data to solve your inquiry.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2023-03-20 07:59:37,,en,us
Google Play,4108b3d8-5a55-43b6-b5eb-2a13abb2548c,Jose Nunes (Trucker Joe),,Sort of kind of works Rob forn is better,4,0,2023-03-17 07:35:45,,,2.9,en,us
Google Play,ddbc538a-80f0-47f0-b1d5-8dbcd04265c9,Glenn Colthart,,"Terrible I assumed my passwords were downloaded into my Avira Acct. Not a single p/w was saved. Also,feedback feature not showing how to be in touch with Avira support. No password create site Disappointing!",2,4,2023-03-16 21:33:08,"Thank you for your positive feedback.
We are glad, that you like our software and we appreciate your Feedback about our products.
I wish you all the best and stay healthy.",2023-03-17 07:45:07,2.9,en,us
Google Play,17a3ffa2-099f-4304-94a7-8a296c5d2525,Ricard Stotelmeyer,,BETTY WHITE,5,0,2023-03-14 09:53:58,,,2.9,en,us
Google Play,5b427178-7200-4577-8d49-085514500e92,TASI FOREX STORE,,No way to revoke 2FA. You will lost all your passwords forever because avira will fail to send you verification sms,1,0,2023-03-13 16:59:21,"Please count on us in finding a solution to this inquiry. All you need to do is to contact us in German or English.
Our Premium Customer Service is available also for French, Italian, Spanish and Portuguese languages
and can be reached here: https://www.avira.com/en/support",2023-03-14 07:47:48,,en,us
Google Play,a8af7681-354c-4b3e-8254-818eea7287fd,Isekai Yoshimura,,"A star, Perfect",5,0,2023-03-12 17:22:53,,,2.9,en,us
Google Play,e24a2ac4-dc1b-4619-8231-7dc4d75774c8,Nic K,,Easy to use and responsive.,5,0,2023-03-04 21:29:17,,,2.9,en,us
Google Play,05892626-69c5-4a81-9084-5a2995b6fa0e,Jaysen Carlo Magno,,Great,5,0,2023-02-24 12:18:15,,,2.9,en,us
Google Play,5b54bef0-0ef1-4b14-9fda-eadda5c886db,ahumadh edm,,Been locked out by not receiving Verification SMS. And lost all data. No customer support.,1,8,2023-02-23 10:28:20,"Thank you for your feedback.
We would like to hear more about your experiences.
Therefore please contact our support via
https://support.avira.com/hc/en-us
our community https://support.avira.com/hc/en-us/community/topics
or directly via Twitter / Facebook.",2023-02-23 10:31:53,2.9,en,us
